x,y
306.0,219.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
361.0,93.0
375.0,146.0
389.0,187.0
292.0,104.0
278.0,146.0
389.0,187.0
333.0,219.0
347.0,292.0
347.0,365.0
306.0,219.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
361.0,93.0
375.0,146.0
389.0,187.0
292.0,104.0
278.0,146.0
389.0,187.0
333.0,219.0
347.0,292.0
347.0,365.0
306.0,219.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
361.0,93.0
375.0,146.0
389.0,187.0
292.0,104.0
278.0,146.0
389.0,187.0
333.0,219.0
347.0,292.0
347.0,365.0
306.0,219.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
361.0,93.0
375.0,146.0
389.0,187.0
292.0,104.0
278.0,146.0
389.0,187.0
333.0,219.0
347.0,292.0
347.0,365.0
306.0,219.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
361.0,93.0
375.0,146.0
389.0,187.0
292.0,104.0
278.0,146.0
389.0,187.0
333.0,219.0
347.0,292.0
347.0,365.0
306.0,219.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
361.0,93.0
375.0,146.0
389.0,187.0
292.0,104.0
278.0,146.0
389.0,187.0
333.0,219.0
347.0,292.0
347.0,365.0
306.0,219.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
361.0,93.0
375.0,146.0
389.0,187.0
292.0,104.0
278.0,146.0
389.0,187.0
333.0,219.0
347.0,292.0
347.0,365.0
306.0,219.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
361.0,93.0
375.0,146.0
389.0,187.0
292.0,104.0
278.0,146.0
389.0,187.0
333.0,219.0
347.0,292.0
347.0,365.0
306.0,219.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,292.0
292.0,354.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,292.0
292.0,354.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,292.0
292.0,354.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,292.0
292.0,354.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,292.0
292.0,354.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,292.0
292.0,354.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,292.0
292.0,354.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,292.0
292.0,354.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,292.0
292.0,354.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,292.0
292.0,354.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,292.0
292.0,354.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,292.0
292.0,354.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,292.0
292.0,354.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,292.0
292.0,354.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,166.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
306.0,281.0
292.0,354.0
347.0,208.0
347.0,281.0
347.0,365.0
320.0,146.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,166.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
306.0,281.0
292.0,354.0
347.0,208.0
347.0,281.0
347.0,365.0
320.0,146.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,166.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
306.0,281.0
292.0,354.0
347.0,208.0
347.0,281.0
347.0,365.0
320.0,146.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,166.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
306.0,281.0
292.0,354.0
347.0,208.0
347.0,281.0
347.0,365.0
320.0,146.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,166.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
306.0,281.0
292.0,354.0
347.0,208.0
347.0,281.0
347.0,365.0
320.0,146.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,166.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
306.0,281.0
292.0,354.0
347.0,208.0
347.0,281.0
347.0,365.0
320.0,146.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,166.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
306.0,281.0
292.0,354.0
347.0,208.0
347.0,281.0
347.0,365.0
320.0,146.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,166.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
306.0,281.0
292.0,354.0
347.0,208.0
347.0,281.0
347.0,365.0
320.0,146.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,166.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
306.0,281.0
292.0,354.0
347.0,208.0
347.0,281.0
347.0,365.0
320.0,146.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,166.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
306.0,281.0
292.0,354.0
347.0,208.0
347.0,281.0
347.0,365.0
320.0,146.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,166.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
306.0,281.0
292.0,354.0
347.0,208.0
347.0,281.0
347.0,365.0
320.0,146.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,166.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
306.0,281.0
292.0,354.0
347.0,208.0
347.0,281.0
347.0,365.0
320.0,146.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,166.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
306.0,281.0
292.0,354.0
347.0,208.0
347.0,281.0
347.0,365.0
320.0,146.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,166.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
306.0,281.0
292.0,354.0
347.0,208.0
347.0,281.0
347.0,365.0
320.0,146.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,177.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,281.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,281.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,281.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,281.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,281.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,281.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,281.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,281.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,281.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,281.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,281.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,281.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,281.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
292.0,292.0
347.0,365.0
333.0,208.0
347.0,281.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,177.0
361.0,93.0
375.0,135.0
389.0,166.0
306.0,208.0
347.0,292.0
347.0,365.0
333.0,208.0
292.0,292.0
292.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,219.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,219.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,219.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,219.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,219.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,219.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,219.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,219.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,219.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,219.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,219.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,219.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,219.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,219.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
361.0,93.0
375.0,135.0
375.0,166.0
306.0,208.0
306.0,292.0
292.0,365.0
347.0,219.0
347.0,292.0
347.0,365.0
320.0,156.0
333.0,20.0
333.0,73.0
292.0,93.0
278.0,146.0
278.0,198.0
